id_ticket,fecha,id_cliente,id_tienda,canal,metodo_pago,campaña,es_campaña,tipo_campaña,cantidad_lineas,unidades_totales,monto_ticket,descuento_promedio_ticket,margen_ticket
T010821,2023-07-22,1690,12,App,,Fiestas Patrias,1,Festiva,5,11,148.22,0.1023,25.43
T010822,2024-04-23,14061,12,App,Tarjeta Débito,Cyber Wow Abril,1,Digital,6,7,10015.42,0.2143,1117.7
T010823,2025-12-27,7765,12,Web,Tarjeta Crédito,Navidad,1,Festiva,4,11,4742.71,0.1206,810.37
T010824,2025-02-08,9426,3,Tienda,Yape,Campaña Escolar,1,Escolar,1,2,253.74,0.061,90.94
T010825,2024-08-08,13468,12,App,Tarjeta Débito,Normal,0,Regular,4,6,2388.66,0.0896,539.35
T010826,2025-08-29,13652,12,Web,Tarjeta Débito,Normal,0,Regular,6,12,982.18,0.0697,167.46
T010827,2024-04-04,4860,7,Tienda,Yape,Normal,0,Regular,3,5,1091.95,0.0559,210.73
T010828,2024-11-02,5124,12,Web,Yape,Cyber Wow Noviembre,1,Digital,1,2,1086.49,0.1726,52.61
T010829,2023-09-02,8535,5,Tienda,Tarjeta Crédito,Normal,0,Regular,2,3,1570.85,0.0462,487.55
T010830,2024-02-13,13689,2,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,3,5,2630.03,0.0745,533.68
T010831,2025-06-21,12171,6,Tienda,Efectivo,Normal,0,Regular,1,5,178.47,0.1707,44.82
T010832,2024-11-02,5589,12,App,Tarjeta Crédito,Cyber Wow Noviembre,1,Digital,6,11,5464.58,0.2164,458.84
T010833,2023-10-11,12026,10,Tienda,Tarjeta Crédito,Normal,0,Regular,2,9,1420.63,0.0331,480.52
T010834,2025-12-22,2090,3,Tienda,Tarjeta Crédito,Navidad,1,Festiva,5,12,2549.99,0.0926,423.63
T010835,2023-12-15,11257,3,Tienda,Plin,Navidad,1,Festiva,2,4,3068.55,0.1076,681.75
T010836,2023-08-22,1496,12,App,Tarjeta Débito,Normal,0,Regular,6,13,1038.47,0.1045,171.34
T010837,2023-11-20,802,2,Tienda,Plin,Normal,0,Regular,1,2,20.46,0.0547,4.14
T010838,2025-12-06,6219,12,Web,Yape,Navidad,1,Festiva,3,12,1206.86,0.1301,294.54
T010839,2023-11-25,12051,12,Web,Plin,Black Friday,1,Digital,4,9,4758.19,0.2126,225.72
T010840,2023-06-14,2802,12,App,Tarjeta Crédito,Día del Padre,1,Familiar,4,16,7488.77,0.1296,1375.21
T010841,2025-12-29,6431,7,Tienda,Tarjeta Débito,Navidad,1,Festiva,3,11,6382.96,0.2156,619.2
T010842,2023-12-31,5657,12,Web,Tarjeta Crédito,Navidad,1,Festiva,3,10,1967.19,0.1304,433.03
T010843,2023-12-11,1038,12,Web,Tarjeta Débito,Navidad,1,Festiva,5,18,3527.59,0.1021,894.0
T010844,2023-05-14,1517,3,Tienda,Tarjeta Débito,Día de la Madre,1,Familiar,1,1,2485.93,0.1208,601.92
T010845,2024-03-27,13381,9,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,2,7,3062.65,0.0875,726.03
T010846,2024-11-28,10756,8,Tienda,Tarjeta Débito,Black Friday,1,Digital,3,3,3765.52,0.1844,624.4
T010847,2024-11-04,11461,12,Web,Transferencia,Cyber Wow Noviembre,1,Digital,2,8,4660.68,0.207,649.9
T010848,2024-03-12,6787,12,App,Tarjeta Débito,Campaña Escolar,1,Escolar,3,5,2815.69,0.1256,537.78
T010849,2025-09-08,8687,6,Tienda,Efectivo,Normal,0,Regular,2,3,3318.22,0.1408,571.1
T010850,2025-12-21,942,12,Web,Transferencia,Navidad,1,Festiva,6,9,4148.72,0.1178,801.6
T010851,2024-12-09,14471,3,Tienda,Tarjeta Débito,Navidad,1,Festiva,1,2,1653.96,0.1571,432.4
T010852,2024-02-19,8054,10,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,2,4,7144.91,0.0661,1526.95
T010853,2024-11-15,7259,12,Web,Tarjeta Crédito,Normal,0,Regular,2,2,248.55,0.0914,42.77
T010854,2024-03-31,13864,12,App,Yape,Campaña Escolar,1,Escolar,1,2,229.25,0.0808,63.39
T010855,2025-04-20,11769,12,Web,Tarjeta Crédito,Cyber Wow Abril,1,Digital,3,4,6044.14,0.2581,261.25
T010856,2024-12-06,5704,8,Tienda,Tarjeta Crédito,Navidad,1,Festiva,4,7,1884.76,0.111,336.54
T010857,2023-09-30,8676,12,Web,Tarjeta Crédito,Normal,0,Regular,4,13,4929.76,0.0852,922.98
T010858,2025-03-27,9776,11,Tienda,Efectivo,Campaña Escolar,1,Escolar,5,18,3943.2,0.0733,704.26
T010859,2025-12-15,1542,12,App,Tarjeta Crédito,Navidad,1,Festiva,2,5,600.9,0.105,63.02
T010860,2025-07-11,7741,1,Tienda,Tarjeta Crédito,Fiestas Patrias,1,Festiva,4,13,6303.22,0.0657,830.85
T010861,2023-10-11,2941,12,Web,Yape,Normal,0,Regular,3,7,5547.45,0.0648,920.53
T010862,2025-06-16,14430,11,Tienda,Yape,Día del Padre,1,Familiar,2,5,3556.64,0.085,734.72
T010863,2023-07-21,13309,10,Tienda,Yape,Fiestas Patrias,1,Festiva,2,4,1201.96,0.0547,228.3
T010864,2024-12-18,1489,6,Tienda,Yape,Navidad,1,Festiva,1,1,814.99,0.0936,232.19
T010865,2023-11-03,13923,3,Tienda,Efectivo,Cyber Wow Noviembre,1,Digital,4,11,15056.49,0.1533,3217.65
T010866,2023-08-13,8451,4,Tienda,Tarjeta Débito,Normal,0,Regular,2,3,70.39,0.0792,21.69
T010867,2024-10-08,11731,12,Web,Tarjeta Crédito,Normal,0,Regular,2,2,192.25,0.0856,55.1
T010868,2023-04-02,6520,1,Tienda,Efectivo,Normal,0,Regular,3,7,580.62,0.0372,142.0
T010869,2024-02-04,4018,2,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,3,5,870.41,0.0851,250.83
T010870,2023-10-06,694,12,Web,Tarjeta Crédito,Normal,0,Regular,4,7,3408.54,0.0531,836.07
T010871,2023-11-11,12975,7,Tienda,Efectivo,Normal,0,Regular,1,2,29.77,0.0168,9.11
T010872,2023-01-12,4372,1,Tienda,Plin,Normal,0,Regular,4,7,1246.94,0.0361,334.83
T010873,2023-11-20,10097,2,Tienda,Yape,Normal,0,Regular,3,8,1468.45,0.0434,471.41
T010874,2023-07-11,12030,7,Tienda,Efectivo,Fiestas Patrias,1,Festiva,6,21,3907.87,0.0548,1076.57
T010875,2023-11-26,1541,7,Tienda,Tarjeta Débito,Black Friday,1,Digital,4,12,4436.61,0.19,830.55
T010876,2025-12-24,9482,12,Web,Plin,Navidad,1,Festiva,3,11,3774.99,0.127,606.51
T010877,2024-10-08,9253,12,Web,Tarjeta Débito,Normal,0,Regular,5,13,2287.28,0.0745,593.91
T010878,2024-06-16,11793,12,App,Tarjeta Crédito,Día del Padre,1,Familiar,3,5,4810.87,0.1008,1171.31
T010879,2025-09-05,14808,12,App,Plin,Normal,0,Regular,3,9,419.36,0.0706,110.39
T010880,2025-07-17,4782,12,App,Tarjeta Débito,Fiestas Patrias,1,Festiva,1,8,143.04,0.0755,28.88
T010881,2024-02-08,4670,9,Tienda,Efectivo,Campaña Escolar,1,Escolar,1,1,51.75,0.055,18.0
T010882,2024-12-05,4398,9,Tienda,Efectivo,Navidad,1,Festiva,1,1,3360.34,0.1358,561.14
T010883,2023-05-08,5847,12,Web,Transferencia,Día de la Madre,1,Familiar,2,2,401.5,0.086,76.12
T010884,2023-12-18,2369,2,Tienda,Plin,Navidad,1,Festiva,3,9,5036.53,0.0837,1416.19
T010885,2023-01-25,13421,9,Tienda,Efectivo,Normal,0,Regular,6,20,7492.7,0.0438,2037.86
T010886,2023-02-15,9482,10,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,1,2,1661.1,0.0894,376.72
T010887,2025-11-13,9777,12,Web,Tarjeta Débito,Normal,0,Regular,2,10,3454.91,0.0743,1180.41
T010888,2025-06-26,11869,12,Web,Tarjeta Crédito,Normal,0,Regular,3,14,9040.22,0.0634,1962.98
T010889,2024-10-21,7843,7,Tienda,Efectivo,Normal,0,Regular,5,7,3085.05,0.0703,869.59
T010890,2025-11-09,12461,10,Tienda,Tarjeta Débito,Normal,0,Regular,1,1,1676.5,0.1429,275.72
T010891,2023-07-14,7322,12,Web,Transferencia,Cyber Wow Julio,1,Digital,2,2,1415.31,0.19,110.05
T010892,2024-08-21,8766,3,Tienda,Tarjeta Crédito,Normal,0,Regular,3,5,333.98,0.0527,65.09
T010893,2023-02-04,828,12,Web,Yape,Campaña Escolar,1,Escolar,2,2,952.28,0.1059,209.08
T010894,2025-09-15,6393,12,Web,Tarjeta Crédito,Normal,0,Regular,3,4,4077.75,0.0834,642.4
T010895,2025-08-07,53,12,App,Tarjeta Crédito,Normal,0,Regular,4,9,1004.96,0.058,233.46
T010896,2023-03-13,14843,11,Tienda,Efectivo,Campaña Escolar,1,Escolar,2,5,115.47,0.064,33.33
T010897,2025-04-23,7064,12,App,Tarjeta Crédito,Cyber Wow Abril,1,Digital,1,2,281.98,0.1838,64.62
T010898,2025-06-06,12420,12,App,Tarjeta Crédito,Día del Padre,1,Familiar,3,3,1434.89,0.0959,269.97
T010899,2025-09-27,12233,12,App,Tarjeta Crédito,Normal,0,Regular,2,3,5687.6,0.074,1122.79
T010900,2025-03-11,4349,6,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,3,9,6504.7,0.0603,1025.46
T010901,2024-12-05,5514,6,Tienda,Tarjeta Crédito,Navidad,1,Festiva,1,5,4577.98,0.0853,961.73
T010902,2024-03-12,6137,2,Tienda,Efectivo,Campaña Escolar,1,Escolar,1,1,46.57,0.1076,12.22
T010903,2024-03-19,5711,1,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,5,11,15180.71,0.0835,2912.86
T010904,2024-06-19,6465,3,Tienda,Efectivo,Normal,0,Regular,2,5,13805.04,0.0765,3171.43
T010905,2023-08-02,12432,1,Tienda,Tarjeta Crédito,Normal,0,Regular,2,3,661.97,0.0554,184.42
T010906,2023-06-11,3006,3,Tienda,Yape,Día del Padre,1,Familiar,6,10,3105.25,0.0725,706.65
T010907,2024-11-29,13061,8,Tienda,Tarjeta Crédito,Black Friday,1,Digital,1,1,432.03,0.1303,71.84
T010908,2023-03-30,7394,12,Web,Plin,Campaña Escolar,1,Escolar,2,9,4387.28,0.0908,902.81
T010909,2024-12-15,166,8,Tienda,Efectivo,Navidad,1,Festiva,3,8,1377.29,0.0908,351.82
T010910,2025-07-16,7565,12,Web,Tarjeta Débito,Cyber Wow Julio,1,Digital,4,7,7411.1,0.1971,1736.81
T010911,2023-06-19,11935,3,Tienda,Tarjeta Crédito,Día del Padre,1,Familiar,3,3,2648.96,0.0854,426.71
T010912,2023-09-23,8002,3,Tienda,Tarjeta Crédito,Normal,0,Regular,3,3,1629.41,0.1037,328.63
T010913,2025-05-06,12071,12,Web,Tarjeta Crédito,Día de la Madre,1,Familiar,2,3,585.89,0.1185,116.31
T010914,2025-08-22,3270,4,Tienda,Tarjeta Débito,Normal,0,Regular,3,4,119.53,0.0237,29.47
T010915,2023-07-04,8235,11,Tienda,Efectivo,Fiestas Patrias,1,Festiva,2,9,1510.13,0.0839,284.36
T010916,2025-11-28,6647,12,Web,Tarjeta Débito,Black Friday,1,Digital,1,2,1249.35,0.2011,133.05
T010917,2025-02-13,3756,5,Tienda,Plin,Campaña Escolar,1,Escolar,3,7,7781.08,0.0786,1633.99
T010918,2023-01-24,1675,12,Web,Tarjeta Crédito,Normal,0,Regular,2,6,97.39,0.0368,24.72
T010919,2025-06-15,8565,12,Web,Plin,Día del Padre,1,Familiar,3,5,3573.69,0.1364,965.88
T010920,2025-12-28,6720,12,App,Tarjeta Crédito,Navidad,1,Festiva,4,11,4774.42,0.1131,1036.96
T010921,2023-07-04,1064,8,Tienda,Tarjeta Crédito,Fiestas Patrias,1,Festiva,3,11,729.08,0.0521,224.41
T010922,2025-10-19,13719,12,Web,Yape,Normal,0,Regular,3,4,1221.2,0.0646,308.76
T010923,2025-05-04,1072,12,App,Tarjeta Crédito,Día de la Madre,1,Familiar,3,13,3158.11,0.1097,439.65
T010924,2023-04-23,12449,12,Web,Tarjeta Crédito,Cyber Wow Abril,1,Digital,4,5,1377.76,0.2153,0.64
T010925,2025-04-30,3077,12,Web,Transferencia,Normal,0,Regular,1,4,526.57,0.1128,27.37
T010926,2023-06-06,6946,8,Tienda,Tarjeta Débito,Normal,0,Regular,4,4,1192.63,0.0483,267.61
T010927,2025-11-27,2091,12,App,Yape,Black Friday,1,Digital,4,9,9474.95,0.2175,1513.42
T010928,2025-12-06,1723,12,Web,Yape,Navidad,1,Festiva,3,8,1366.19,0.0983,267.35
T010929,2023-11-30,2758,12,Web,Tarjeta Débito,Black Friday,1,Digital,2,6,12197.01,0.219,1366.66
T010930,2025-11-16,1886,3,Tienda,Efectivo,Normal,0,Regular,1,3,34.64,0.0559,5.18
T010931,2023-04-09,1699,2,Tienda,Efectivo,Normal,0,Regular,1,2,385.71,0.0299,117.05
T010932,2024-07-22,4432,12,App,Tarjeta Débito,Fiestas Patrias,1,Festiva,5,10,1321.5,0.1096,280.48
T010933,2024-11-28,12855,6,Tienda,Plin,Black Friday,1,Digital,2,3,11367.7,0.1427,908.35
T010934,2025-06-12,137,3,Tienda,Efectivo,Día del Padre,1,Familiar,5,17,13228.57,0.0907,2529.81
T010935,2024-12-17,9558,1,Tienda,Tarjeta Crédito,Navidad,1,Festiva,1,2,1361.83,0.108,275.33
T010936,2023-11-01,10693,12,Web,Tarjeta Crédito,Normal,0,Regular,3,6,710.34,0.0711,121.24
T010937,2024-01-23,10904,2,Tienda,Tarjeta Crédito,Normal,0,Regular,2,2,109.64,0.0495,28.25
T010938,2024-03-09,3768,1,Tienda,Efectivo,Campaña Escolar,1,Escolar,2,4,1219.36,0.056,314.04
T010939,2024-11-03,9922,12,Web,Tarjeta Crédito,Cyber Wow Noviembre,1,Digital,2,5,5526.87,0.1919,597.18
T010940,2024-11-04,7819,12,Web,Tarjeta Crédito,Cyber Wow Noviembre,1,Digital,4,4,7267.28,0.1802,1399.28
T010941,2023-06-12,9857,12,Web,Tarjeta Crédito,Día del Padre,1,Familiar,2,5,3616.67,0.1004,659.73
T010942,2024-12-15,2082,12,Web,Transferencia,Navidad,1,Festiva,4,26,3477.39,0.1044,1037.01
T010943,2024-08-18,2415,12,App,Tarjeta Débito,Normal,0,Regular,1,2,274.13,0.0502,62.43
T010944,2023-11-26,12534,12,App,Plin,Black Friday,1,Digital,2,3,3025.97,0.1966,688.03
T010945,2023-12-14,5998,3,Tienda,Efectivo,Navidad,1,Festiva,2,5,608.18,0.0752,117.88
T010946,2023-03-10,9473,3,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,1,2,964.91,0.0789,264.69
T010947,2024-06-10,5791,12,App,Tarjeta Crédito,Día del Padre,1,Familiar,1,5,311.98,0.061,102.38
T010948,2024-11-16,6219,4,Tienda,Tarjeta Crédito,Normal,0,Regular,4,5,1304.27,0.0608,246.83
T010949,2024-09-03,5354,12,Web,Yape,Normal,0,Regular,2,3,998.94,0.0412,275.09
T010950,2023-09-01,3878,11,Tienda,Tarjeta Débito,Normal,0,Regular,1,2,2255.12,0.0645,495.7
T010951,2025-06-20,12389,12,App,Tarjeta Crédito,Normal,0,Regular,2,5,1907.15,0.071,479.59
T010952,2025-02-17,7995,2,Tienda,Efectivo,Campaña Escolar,1,Escolar,4,13,4691.29,0.0696,1246.94
T010953,2025-12-20,3923,12,Web,Tarjeta Crédito,Navidad,1,Festiva,3,14,2114.38,0.0933,505.7
T010954,2023-12-29,12370,12,App,Tarjeta Crédito,Navidad,1,Festiva,1,2,13.29,0.1516,3.81
T010955,2025-06-29,5200,3,Tienda,Efectivo,Normal,0,Regular,3,7,3072.25,0.0358,612.05
T010956,2025-09-20,2389,12,Web,Tarjeta Crédito,Normal,0,Regular,2,6,1040.53,0.073,373.17
T010957,2023-04-23,9159,5,Tienda,Tarjeta Crédito,Cyber Wow Abril,1,Digital,2,2,1165.95,0.1154,338.93
T010958,2025-07-15,3042,12,Web,Transferencia,Cyber Wow Julio,1,Digital,1,3,130.18,0.1548,22.06
T010959,2024-10-07,12123,2,Tienda,Efectivo,Normal,0,Regular,4,13,964.39,0.0847,186.03
T010960,2024-04-27,12600,3,Tienda,Efectivo,Normal,0,Regular,1,1,14.77,0.0095,4.96
T010961,2025-05-23,1469,12,App,Tarjeta Crédito,Normal,0,Regular,1,1,627.45,0.055,117.91
T010962,2024-03-12,736,12,Web,Yape,Campaña Escolar,1,Escolar,1,8,2291.56,0.087,463.08
T010963,2024-03-20,5868,12,Web,Tarjeta Crédito,Campaña Escolar,1,Escolar,3,5,4361.59,0.1087,749.62
T010964,2024-09-29,13631,12,Web,Yape,Normal,0,Regular,1,2,859.67,0.0297,292.27
T010965,2025-12-12,8621,12,App,Tarjeta Débito,Navidad,1,Festiva,4,14,1335.13,0.1184,111.39
T010966,2024-08-20,3481,12,App,Tarjeta Débito,Normal,0,Regular,2,2,391.98,0.0655,67.47
T010967,2024-07-14,9584,6,Tienda,,Cyber Wow Julio,1,Digital,3,8,16061.27,0.1515,1668.56
T010968,2024-12-22,10697,12,Web,Tarjeta Crédito,Navidad,1,Festiva,1,6,2428.82,0.0832,530.54
T010969,2024-09-08,14518,12,App,Transferencia,Normal,0,Regular,1,5,341.75,0.0828,116.75
T010970,2023-03-03,9508,9,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,4,7,5018.56,0.0867,1244.77
T010971,2025-11-25,6290,9,Tienda,Tarjeta Débito,Black Friday,1,Digital,4,11,7699.09,0.1688,728.78
T010972,2024-11-25,8598,12,App,Transferencia,Black Friday,1,Digital,1,1,188.55,0.1705,32.27
T010973,2025-03-12,3595,12,Web,Tarjeta Débito,Campaña Escolar,1,Escolar,3,8,8337.33,0.0861,1613.64
T010974,2025-07-01,8984,8,Tienda,,Fiestas Patrias,1,Festiva,3,12,377.97,0.083,88.77
T010975,2025-08-24,3800,12,Web,Tarjeta Débito,Normal,0,Regular,4,9,1834.49,0.0642,354.02
T010976,2025-11-16,8328,12,Web,Tarjeta Crédito,Normal,0,Regular,4,6,1281.63,0.0677,322.82
T010977,2025-07-23,13214,5,Tienda,Yape,Fiestas Patrias,1,Festiva,6,15,3485.91,0.0812,669.28
T010978,2025-01-02,4202,2,Tienda,Tarjeta Débito,Normal,0,Regular,1,2,28.58,0.0278,4.84
T010979,2024-03-25,14586,7,Tienda,Efectivo,Campaña Escolar,1,Escolar,2,4,74.54,0.0978,14.62
T010980,2025-12-13,7110,1,Tienda,Tarjeta Débito,Navidad,1,Festiva,1,2,538.73,0.0502,139.31
T010981,2023-03-27,5609,8,Tienda,Efectivo,Campaña Escolar,1,Escolar,2,2,4007.87,0.0836,750.19
T010982,2024-11-22,750,12,Web,Tarjeta Crédito,Normal,0,Regular,2,5,137.76,0.0418,33.6
T010983,2025-04-22,13299,12,Web,Tarjeta Débito,Cyber Wow Abril,1,Digital,4,12,11447.31,0.1908,1467.53
T010984,2023-11-24,13299,3,Tienda,Efectivo,Black Friday,1,Digital,3,7,417.54,0.1324,94.65
T010985,2024-04-23,9127,12,Web,Tarjeta Débito,Cyber Wow Abril,1,Digital,5,9,9479.55,0.1856,910.09
T010986,2025-11-25,7981,12,Web,Yape,Black Friday,1,Digital,4,10,1085.37,0.1812,220.92
T010987,2025-02-09,9912,8,Tienda,Plin,Campaña Escolar,1,Escolar,4,12,4711.69,0.0524,1303.3
T010988,2025-04-16,4873,12,Web,Yape,Normal,0,Regular,2,3,865.71,0.0904,218.33
T010989,2024-07-13,10506,12,App,Tarjeta Crédito,Cyber Wow Julio,1,Digital,1,3,615.2,0.1687,65.12
T010990,2025-01-10,1903,9,Tienda,Tarjeta Débito,Normal,0,Regular,3,3,843.49,0.0351,237.59
T010991,2023-11-19,9990,8,Tienda,Tarjeta Débito,Normal,0,Regular,3,4,2213.85,0.0462,798.96
T010992,2023-03-21,2132,11,Tienda,Efectivo,Campaña Escolar,1,Escolar,2,4,1280.62,0.0606,436.49
T010993,2023-05-27,14310,1,Tienda,Efectivo,Normal,0,Regular,2,2,878.9,0.0622,224.34
T010994,2025-07-03,8036,7,Tienda,Efectivo,Fiestas Patrias,1,Festiva,2,6,47.97,0.1429,12.78
T010995,2025-12-28,11472,12,App,Plin,Navidad,1,Festiva,4,28,20772.89,0.1242,4911.99
T010996,2023-07-02,5642,12,App,Tarjeta Débito,Fiestas Patrias,1,Festiva,3,10,428.34,0.1086,93.25
T010997,2023-04-09,4925,1,Tienda,Efectivo,Normal,0,Regular,1,2,523.9,0.1136,121.08
T010998,2025-12-20,10977,9,Tienda,Efectivo,Navidad,1,Festiva,3,9,1289.47,0.0852,277.68
T010999,2023-04-26,4028,1,Tienda,Efectivo,Normal,0,Regular,1,1,818.62,0.1065,178.24
T011000,2024-11-02,1872,6,Tienda,Efectivo,Cyber Wow Noviembre,1,Digital,4,10,3176.24,0.1416,712.4
T011001,2024-10-23,5794,3,Tienda,Efectivo,Normal,0,Regular,3,7,332.35,0.0489,105.46
T011002,2023-11-08,10771,11,Tienda,Efectivo,Normal,0,Regular,2,2,309.59,0.0608,90.78
T011003,2023-05-01,13061,8,Tienda,Tarjeta Crédito,Normal,0,Regular,2,7,331.45,0.0506,113.31
T011004,2023-02-13,5135,9,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,2,3,722.62,0.061,260.38
T011005,2023-06-26,7744,12,App,Tarjeta Crédito,Normal,0,Regular,3,9,2243.24,0.0928,589.1
T011006,2023-03-19,9071,7,Tienda,Efectivo,Campaña Escolar,1,Escolar,3,9,2104.77,0.0908,357.89
T011007,2025-06-09,1676,1,Tienda,Yape,Día del Padre,1,Familiar,2,16,316.87,0.0544,78.95
T011008,2025-10-22,13825,2,Tienda,Tarjeta Débito,Normal,0,Regular,2,4,566.31,0.0173,192.89
T011009,2023-12-04,14567,3,Tienda,Plin,Navidad,1,Festiva,3,12,3723.98,0.1177,700.71
T011010,2025-12-04,7249,12,Web,Plin,Navidad,1,Festiva,1,1,614.01,0.1173,158.47
T011011,2025-07-08,9414,11,Tienda,Tarjeta Crédito,Fiestas Patrias,1,Festiva,6,20,7596.04,0.0664,1418.33
T011012,2025-07-17,11846,1,Tienda,Tarjeta Crédito,Fiestas Patrias,1,Festiva,1,1,28.49,0.1338,6.59
T011013,2025-12-05,1812,3,Tienda,Efectivo,Navidad,1,Festiva,1,3,127.55,0.0831,14.78
T011014,2023-07-14,3350,12,App,Tarjeta Crédito,Cyber Wow Julio,1,Digital,4,6,12949.98,0.1986,321.67
T011015,2025-04-04,3160,3,Tienda,Tarjeta Débito,Normal,0,Regular,3,9,4248.47,0.084,625.46
T011016,2023-09-18,4146,1,Tienda,Efectivo,Normal,0,Regular,4,11,1723.82,0.0454,446.81
T011017,2023-04-19,9510,12,Web,Tarjeta Crédito,Normal,0,Regular,4,15,1690.83,0.0686,405.75
T011018,2024-12-26,4700,8,Tienda,Efectivo,Navidad,1,Festiva,4,23,546.63,0.1066,110.15
T011019,2025-09-10,7957,12,App,Tarjeta Débito,Normal,0,Regular,2,2,1729.03,0.1002,548.26
T011020,2024-07-17,103,3,Tienda,Efectivo,Fiestas Patrias,1,Festiva,2,4,1589.53,0.0761,376.26
T011021,2025-07-04,14970,2,Tienda,Efectivo,Fiestas Patrias,1,Festiva,6,18,1356.48,0.0747,318.16
T011022,2025-12-25,9029,9,Tienda,,Navidad,1,Festiva,2,7,414.12,0.2036,14.94
T011023,2025-12-26,11469,12,App,Tarjeta Débito,Navidad,1,Festiva,3,6,1602.22,0.1153,287.07
T011024,2025-09-09,8584,12,App,Plin,Normal,0,Regular,4,12,2649.18,0.0756,477.94
T011025,2023-03-30,6928,9,Tienda,Efectivo,Campaña Escolar,1,Escolar,2,5,2026.51,0.0816,462.39
T011026,2025-01-30,3062,12,Web,Tarjeta Crédito,Normal,0,Regular,3,9,1520.34,0.0518,402.19
T011027,2023-10-06,8288,12,Web,Yape,Normal,0,Regular,3,6,1678.65,0.0844,371.43
T011028,2024-11-28,6791,12,Web,Tarjeta Crédito,Black Friday,1,Digital,6,16,11742.42,0.1846,1306.82
T011029,2024-04-30,3253,12,Web,Tarjeta Crédito,Normal,0,Regular,1,2,1728.78,0.0602,485.22
T011030,2023-03-05,6501,12,Web,Tarjeta Débito,Campaña Escolar,1,Escolar,5,13,13577.58,0.0989,3260.71
T011031,2023-11-06,9147,7,Tienda,Plin,Normal,0,Regular,3,5,1680.6,0.0387,538.26
T011032,2024-03-24,120,12,Web,Yape,Campaña Escolar,1,Escolar,2,3,3510.39,0.1164,753.62
T011033,2023-12-20,1481,12,App,Tarjeta Crédito,Navidad,1,Festiva,6,24,24671.38,0.1236,3890.07
T011034,2025-11-09,1497,12,App,Yape,Normal,0,Regular,3,4,2052.27,0.1037,429.63
T011035,2024-04-09,6205,1,Tienda,Yape,Normal,0,Regular,2,7,2992.89,0.0234,919.87
T011036,2025-12-28,7522,1,Tienda,Tarjeta Débito,Navidad,1,Festiva,4,11,7063.26,0.1134,999.97
T011037,2024-06-02,6759,12,Web,Plin,Normal,0,Regular,3,5,2008.02,0.0655,499.08
T011038,2024-12-10,12912,2,Tienda,Tarjeta Crédito,Navidad,1,Festiva,1,3,656.15,0.0505,207.23
T011039,2025-03-22,13387,7,Tienda,Efectivo,Campaña Escolar,1,Escolar,6,11,8319.81,0.0964,1766.95
T011040,2024-03-25,10000,3,Tienda,Efectivo,Campaña Escolar,1,Escolar,2,3,1556.06,0.0774,308.25
T011041,2023-10-12,1957,5,Tienda,Efectivo,Normal,0,Regular,4,8,568.05,0.0594,156.01
T011042,2025-07-11,2649,6,Tienda,Tarjeta Débito,Fiestas Patrias,1,Festiva,1,4,90.06,0.1621,5.18
T011043,2025-06-26,10303,7,Tienda,Tarjeta Débito,Normal,0,Regular,4,7,3243.55,0.1446,366.45
T011044,2023-08-12,7439,12,Web,Tarjeta Crédito,Normal,0,Regular,4,13,730.54,0.0496,218.83
T011045,2024-07-28,5218,12,App,Tarjeta Crédito,Fiestas Patrias,1,Festiva,4,6,1512.62,0.092,389.05
T011046,2024-11-01,3238,1,Tienda,Tarjeta Crédito,Normal,0,Regular,1,1,36.28,0.0009,12.33
T011047,2025-10-29,11551,12,Web,Tarjeta Débito,Normal,0,Regular,3,14,5706.08,0.0576,791.82
T011048,2025-12-17,8270,12,Web,Tarjeta Débito,Navidad,1,Festiva,2,3,1980.61,0.1238,240.69
T011049,2025-02-01,2976,12,App,Yape,Campaña Escolar,1,Escolar,2,5,1767.01,0.0987,356.21
T011050,2025-10-25,14827,6,Tienda,Tarjeta Crédito,Normal,0,Regular,2,4,72.67,0.1266,15.71
T011051,2025-07-06,8340,3,Tienda,Efectivo,Fiestas Patrias,1,Festiva,2,4,472.95,0.0608,65.22
T011052,2025-09-22,14862,12,Web,Plin,Normal,0,Regular,4,10,5691.61,0.0772,1296.74
T011053,2025-11-03,5323,1,Tienda,Tarjeta Crédito,Cyber Wow Noviembre,1,Digital,3,6,15292.39,0.1586,1985.12
T011054,2024-01-24,12985,12,Web,Tarjeta Débito,Normal,0,Regular,4,7,3504.29,0.0667,1104.19
T011055,2023-03-29,606,12,App,Tarjeta Crédito,Campaña Escolar,1,Escolar,3,8,9748.85,0.1204,859.67
T011056,2025-12-24,5513,7,Tienda,Efectivo,Navidad,1,Festiva,5,18,9609.95,0.2062,74.4
T011057,2023-05-08,103,3,Tienda,Tarjeta Crédito,Día de la Madre,1,Familiar,4,5,5840.67,0.0726,1900.82
